N3 Vocabulary,Character
"全て (subete): everything, all",全て
"末 (sue): tip, top, end, close",末
"姿 (sugata): figure, form, shape",姿
筋 (suji): muscle,筋
過ごす (sugosu): to pass (time),過ごす
"優れる (sugureru): to surpass, to excel",優れる
"水準 (suijun): level, standard",水準
睡眠 (suimin): sleep,睡眠
"推薦 (suisen): recommendation, referral",推薦
救う (sukuu): to rescue from,救う
済ませる (sumaseru): to finish,済ませる
"鋭い (surudoi): sharp, pointed",鋭い
"進める (susumeru): to advance, to promote",進める
勧める (susumeru): to recommend,勧める
"素敵 (suteki): lovely, beautiful",素敵
"数字 (suuji): numeral, figure, digit",数字
"束 (taba): bundle, bunch",束
"旅 (tabi): travel, trip, journey",旅
"度々 (tabitabi): often, again and again",度々
"多分 (tabun): perhaps, probably",多分
"立場 (tachiba): standpoint, position",立場
立上る (tachiagaru): to stand up,立上る
"唯 (tada): ordinary, free of charge",唯
"直ちに (tadachi ni): at once, immediately",直ちに
"互い (tagai): mutual, reciprocal",互い
"態度 (taido): attitude, manner",態度
"大半 (taihan): majority, more than half",大半
"逮捕 (taiho): arrest, apprehension",逮捕
体育 (taiiku): physical education,体育
体育館 (taiikukan): gymnasium,体育館
体重 (taijuu): (body) weight,体重
"大会 (taikai): convention, tournament",大会
大気 (taiki): atmosphere,大気
"退屈 (taikutsu): tedium, boredom",退屈
体温 (taion): body temperature,体温
"平ら (taira): flatness, level",平ら
大陸 (tairiku): continent,大陸
"体力 (tairyoku): physical strength, stamina",体力
"大量 (tairyou): large quantity, mass",大量
"大戦 (taisen): great war, great battle",大戦
大使 (taishi): ambassador,大使
"大した (taishita): considerable, great",大した
"対象 (taishou): target, object",対象
"体操 (taisou): gymnastics, physical exercises",体操
対する (tai suru): to face (each other),対する
"大抵 (taitei): mostly, usually",大抵
"太陽 (taiyou): sun, solar",太陽
"滞在 (taizai): staying, sojourn",滞在
宝 (takara): treasure,宝
"弾 (tama): ball, sphere, globe, bullet",弾
貯まる (tamaru): to be saved up (of money),貯まる
"偶々 (tamatama): casually, unexpectedly",偶々
貯める (tameru): to save up (money),貯める
"試し (tameshi): trial, test",試し
"試す (tamesu): to try out, to test",試す
"種 (tane): seed, kind, variety",種
"単語 (tango): word, vocabulary",単語
谷 (tani): valley,谷
"単位 (tan’i): unit, denomination",単位
"短気 (tanki): quick temper, short temper",短気
"他人 (ta’nin): another person, others",他人
"単なる (tannaru): mere, simple, sheer",単なる
"単に (tan ni): simply, merely",単に
"誕生 (tanjou): birth, creation",誕生
"単純 (tanjun): simplicity, simple",単純
楽しむ (tanoshimu): to enjoy (oneself),楽しむ
担当 (tantou): being in charge,担当
倒す (taosu): to bring down,倒す
"確かめる (tashikameru): to ascertain, to check",確かめる
"多少 (tashou): more or less, somewhat",多少
"達する (tassuru): to reach, to get to",達する
"助ける (tasukeru): to save, to rescue",助ける
"戦い (tatakai): battle, fight",戦い
"戦う (tatakau): to fight, to struggle",戦う
"叩く (tataku): to strike, to beat",叩く
"縦 (tate): the vertical, height",縦
"立て直す (tatenaosu): to restore, to revive",立て直す
"経つ (tatsu): to pass, to lapse",経つ
"便り (tayori): news, tidings",便り
頼る (tayoru): to rely on,頼る
"提案 (teian): proposal, suggestion",提案
"停電 (teiden): power outage, blackout",停電
"程度 (teido): degree, amount",程度
"定期 (teiki): fixed period, fixed term",定期
"抵抗 (teikou): resistance, opposition",抵抗
"停留所 (teiryuujou): bus stop, tram stop",停留所
"停車 (teisha): stopping (of a train, car, etc.)",停車
定食 (teishoku): set meal,定食
"提出 (teishutsu): to present, to submit",提出
"手品 (tejina): sleight of hand, magic",手品
"敵 (teki): opponent, rival",敵
"適する (teki suru): to fit, to suit",適する
適度 (tekido): moderate,適度
"適切 (tekisetsu): adequate, appropriate",適切
"適用 (tekiyou): applying, adoption",適用
"手間 (tema): time, labor",手間
"典型 (tenkei): pattern, model",典型
天候 (tenkou): weather,天候
店内 (tennai): store interior,店内
"天然 (tennen): nature, spontaneity",天然
"徹底 (tettei): thoroughness, completeness",徹底
鉄 (tetsu): iron,鉄
"手伝い (tetsudai): assistant, help",手伝い
"鉄道 (tetsudou): railroad, railway",鉄道
哲学 (tetsugaku): philosophy,哲学
徹夜 (tetsuya): all night,徹夜
"飛ばす (tobasu): to fly, to skip over",飛ばす
"土地 (tochi): plot of land, soil",土地
"届く (todoku): to reach, to be delivered",届く
"徒歩 (toho): walking, going on foot",徒歩
"問い (toi): question, query",問い
"閉じる (tojiru): to close (book, eyes)",閉じる
都会 (tokai): city,都会
"解ける (tokeru): to be solved, to loosen",解ける
"時 (toki): time, hour, moment, occasion",時
"解く (toku): to untie, to solve",解く
"特徴 (tokuchou): feature, trait",特徴
"得意 (tokui): one’s strong point, frequent customer",得意
"留める (tomaru): to stop, to turn off",留める
"友 (tomo): friend, companion",友
"兎に角 (tonikaku): anyhow, at any rate",兎に角
とんでも無い (tondemonai): unthinkable,とんでも無い
"通り (toori): avenue, street",通り
通り過ぎる (toorisugiru): to pass through,通り過ぎる
"通す (toosu): to force through, to let pass",通す
虎 (tora): tiger,虎
"取れる (toreru): to come off, to be removed",取れる
"取上げる (toriageru): to take up, to pick up",取上げる
"都市 (toshi): town, city",都市
年月 (toshitsuki): months and years,年月
"年寄 (toshiyori): old people, the aged",年寄
図書 (tosho): books,図書
"突然 (totsuzen): abrupt, sudden",突然
党 (tou): party (political),党
"塔 (tou): tower, pagoda",塔
答案 (touan): examination paper,答案
到着 (touchaku): arrival,到着
"投票 (touhyou): voting, poll",投票
"当日 (toujitsu): appointed day, very day",当日
当然 (touzen): natural,当然
登山 (tozan): mountain climbing,登山
翼 (tsubasa): wing,翼
"土 (tsuchi): earth, soil, dirt",土
"次々 (tsugitsugi): in succession, one by one",次々
"遂に (tsui ni): finally, at last",遂に
捕まる (tsukamaru): to be caught,捕まる
"掴む (tsukamu): to seize, to catch",掴む
"疲れ (tsukare): tiredness, fatigue",疲れ
"付合い (tsukiai): association, socializing",付合い
"付き合う (tsukiau): to associate with, to go out with",付き合う
"就く (tsuku): to take (seat, position)",就く
"詰める (tsumeru): to stuff into, to jam",詰める
"罪 (tsumi): crime, sin, wrongdoing",罪
"積もる (tsumoru): to pile up, to accumulate",積もる
"繋ぐ (tsunagu): to connect, to link together",繋ぐ
"常に (tsune ni): always, constantly",常に
角 (tsuno): horn,角
"辛い (tsurai): painful, bitter",辛い
"連れ (tsure): companion, company",連れ
"釣 (tsuri): fishing, angling",釣
伝わる (tsutawaru): to be transmitted,伝わる
"勤め (tsutome): service, duty, business",勤め
"包み (tsutsumi): bundle, package, parcel",包み
"通知 (tsuuchi): notice, notification",通知
通学 (tsuugaku): commuting to school,通学
"通じる (tsuujiru): to lead to, to be understood",通じる
通過 (tsuuka): passage through,通過
通勤 (tsuukin): commuting to work,通勤
"通行 (tsuukou): passage, passing",通行
"通信 (tsuushin): correspondence, communication",通信
通訳 (tsuuyaku): interpretation,通訳
梅雨 (tsuyu): rainy season,梅雨
"続き (tsuzuki): sequel, continuation",続き
奪う (ubau): to snatch away,奪う
"宇宙 (uchuu): universe, cosmos",宇宙
"動かす (ugokasu): to move, to shift",動かす
"伺う (ukagau): to ask, to inquire",伺う
"受け取る (uketoru): to receive, to get",受け取る
"うっかり: carelessly, thoughtlessly",うっかり:
浮く (uku): to float,浮く
馬 (uma): horse,馬
"生まれ (umare): birth, birthplace",生まれ
"梅 (ume): plum, plum tree",梅
"埋める (umeru): to bury, to fill up",埋める
"生む: to give birth, to produce",生む:
"運 (un): fortune, luck",運
"唸る (unaru): to groan, to moan",唸る
"運動会 (undoukai): athletic meet, sports day",運動会
"裏側 (uragawa): the reverse, other side",裏側
"羨ましい (urayamashii): envious, jealous",羨ましい
裏切る (uragiru): to betray,裏切る
売れる (ureru): to sell well,売れる
売り切れる (urikireru): to be sold out,売り切れる
"兎 (usagi): rabbit, hare",兎
"牛 (ushi): cattle, cow",牛
失う (ushinau): to lose,失う
"疑う (utagau): to doubt, to distrust",疑う
"撃つ (utsu): to shoot, to attack",撃つ
"移す (utsusu): to transfer, to move",移す
"訴える (uttaeru): to appeal, to sue",訴える
"噂 (uwasa): rumor, gossip",噂
"輪 (wa): ring, circle, loop",輪
"話題 (wadai): topic, subject",話題
"我が家 (wagaya): one’s house, one’s home",我が家
若者 (wakamono): young people,若者
"別れ (wakare): parting, separation",別れ
"訳 (wake): reason, cause, meaning",訳
分ける (wakeru): to divide,分ける
"脇 (waki): beside, close to, nearby",脇
"湾 (wan): bay, gulf",湾
"笑い (warai): laugh, laughter",笑い
我々 (wareware): we,我々
"割 (wari): rate, ratio, proportion",割
"割引 (waribiki): discount, reduction",割引
"割る (waru): to divide, to cut",割る
"悪口 (warukuchi): bad mouth, insult",悪口
"僅か (wazuka): only, merely",僅か
"破る (yaburu): to tear, to break",破る
家賃 (yachin): rent,家賃
"宿 (yado): inn, lodging",宿
矢張り (yahari): as expected,矢張り
"夜間 (yakan): night, nighttime",夜間
"厄介 (yakkai): trouble, nuisance",厄介
"役 (yaku): use, service, role",役
"約 (yaku): approximately, about",約
"役立つ (yakudatsu): to be useful, to be helpful",役立つ
"役割 (yakuwari): part, role, duties",役割
野球 (yakyuu): baseball,野球
山登り (yamanobori): mountain climbing,山登り
"辞める (yameru): to retire, to resign",辞める
屋根 (yane): roof,屋根
"やり直す (yarinaosu): to do over again, to redo",やり直す
"雇う (yatou): to employ, to hire",雇う
"夜明け (yoake): dawn, daybreak",夜明け
"予防 (yobou): prevention, precaution",予防
"余分 (yobun): extra, excess",余分
"汚れ (yogore): dirt, filth, stain",汚れ
"予報 (yohou): forecast, prediction",予報
"予期 (yoki): expectation, forecast",予期
"横切る (yokogiru): to cross, to traverse",横切る
"横 (yoko): horizontal, beside",横
翌朝 (yokuasa): next morning,翌朝
翌年 (yokutoshi): following year,翌年
"嫁 (yome): wife, bride",嫁
読み (yomi): reading,読み
"夜中 (yonaka): midnight, dead of night",夜中
"世の中 (yo no naka): world, society",世の中
"喜び (yorokobi): joy, delight",喜び
"予算 (yosan): estimate, budget",予算
"予測 (yosoku): prediction, estimation",予測
"予想 (yosou): expectation, prediction",予想
"予想外 (yosougai): unexpected, unforeseen",予想外
"止す (yosu): to cease, to desist",止す
酔う (you): to get drunk,酔う
"容易 (youi): easy, simple, plain",容易
"容器 (youki): container, vessel",容器
"用心 (youjin): care, precaution",用心
"陽気 (youki): weather, cheerful",陽気
"要求 (youkyuu): demand, firm request",要求
用紙 (youshi): blank form,用紙
"要素 (youso): element, factor, component",要素
"様子 (yousu): state, appearance",様子
"要点 (youten): gist, main point",要点
"ようやく: finally, at last",ようやく:
"余裕 (yoyuu): surplus, margin",余裕
"唯一 (yuiitsu): only, sole, unique",唯一
ゆるい: loose,ゆるい:
床 (yuka): floor,床
"愉快 (yukai): pleasant, happy",愉快
"行き (yuki): bound for, going to",行き
"行き先 (yukisaki): destination, whereabouts",行き先
"許す (yurusu): to permit, to allow",許す
"豊か (yutaka): abundant, wealthy",豊か
郵便 (yuubin): mail service,郵便
遊園地 (yuuenchi): amusement park,遊園地
"夕方 (yuugata): evening, dusk",夕方
友人 (yuujin): friend,友人
"友情 (yuujou): friendship, fellowship",友情
"勇気 (yuuki): courage, bravery",勇気
"有効 (yuukou): validity, effectiveness",有効
友好 (yuukou): friendship,友好
"有能 (yuunou): capable, efficient",有能
"有利 (yuuri): advantageous, profitable",有利
"有料 (yuuryou): fee-charging, paid",有料
"優勝 (yuushou): championship, overall victory",優勝
"優秀 (yuushuu): superiority, excellence",優秀
"郵送 (yuusou): mailing, posting",郵送
"譲る (yuzuru): to hand over, to surrender",譲る
"稍 (yaya): a little, partially",稍
"材料 (zairyou): ingredients, material",材料
"財産 (zaisan): property, fortune, assets",財産
残業 (zangyou): overtime (work),残業
座席 (zaseki): seat,座席
"ざっと (zatto): roughly, in rough number",ざっと
"是非 (zehi): certainly, without fail",是非
"税金 (zeikin): tax, duty",税金
"贅沢 (zeitaku): luxury, extravagance",贅沢
"善 (zen): good, goodness, virtue",善
"前後 (zengo): before and after , front and rear",前後
"全員 (zen’in): all members, everyone",全員
"前日 (zenjitsu): previous day, day before",前日
"全国 (zenkoku): countrywide, nationwide",全国
前者 (zensha): the former,前者
"前進 (zenshin): advance, drive, progress",前進
"全身 (zenshin): whole (body), full-length",全身
"全体 (zentai): whole, entirety",全体
絶対 (zettai): absolutely,絶対
"絶滅 (zetsumetsu): destruction, exinction",絶滅
象 (zou): elephant,象
増加 (zouka): increase,増加
"図 (zu): drawing, picture, diagram",図
"随分 (zuibun): very, extremely",随分
ずっと (zutto): continuously in some state,ずっと
頭痛 (zutsuu): headache,頭痛
