N2 Vocabulary,Character
成り立つ (naritatsu): to consist of; to be made up of; to be composed of ; to be concluded,成り立つ
成し遂げる (nashitogeru): to accomplish; to finish; to fulfill,成し遂げる
悩み (nayami): trouble; troubles; worry; distress; sorrows; anguish; agony; problem,悩み
名づける (nazukeru): to name; to call; to christen; to term,名づける
値上がり (neagari): price advance; increase in value,値上がり
値引き (nebiki): price reduction; discount,値引き
"根っこ (nekko): root (of a plant) ; stump (of a tree) ; root (of a problem, etc.); base; foundation; origin; source",根っこ
寝転がる (nekorogaru): to lie down; to throw oneself down,寝転がる
年度 (nendo): fiscal year (usu. April 1 to March 31 in Japan); financial year ; academic year; school year,年度
年金 (nenkin): annuity; pension,年金
年内 (nennai): by the end of the year,年内
狙う (nerau): to aim at ; to be after (something); to have an eye on,狙う
熱する (nessuru): to heat up; to heat,熱する
根強い (nezuyoi): firmly rooted; deep-seated,根強い
鈍い (nibui): dull (e.g. a knife); blunt ; thickheaded; obtuse; stupid,鈍い
日用品 (nichiyouhin): daily necessities,日用品
"濁る (nigoru): to become muddy; to become cloudy; to get impure (of a liquid, gas, etc.)",濁る
日課 (nikka): daily lesson; daily work; daily routine,日課
憎い (nikui): hateful; abominable; poor-looking; detestable,憎い
憎しみ (nikushimi): hatred,憎しみ
認識 (ninshiki): recognition; awareness; perception; understanding; knowledge; cognition; cognizance; cognisance,認識
偽物 (nisemono): spurious article; forgery; counterfeit; imitation; sham,偽物
日数 (nissuu): a number of days,日数
荷造り (nizukuri): packing; baling; crating,荷造り
乗り越える (norikoeru): to climb over; to get over; to ride across ; to overcome; to surpass; to overtake,乗り越える
"乗り継ぐ (noritsugu): to connect (with a different flight, train, etc.); to make a connection; to change (planes, trains, etc.)",乗り継ぐ
農園 (nouen): plantation,農園
納品 (nouhin): delivery of goods,納品
"濃厚 (nouko): rich (in flavor, color, smell, etc.); thick; dense; strong",濃厚
能率 (nouritsu): efficiency,能率
農作物 (nousakubutsu): crops; agricultural produce,農作物
"農薬 (nouyaku): agricultural chemical (i.e. pesticide, herbicide, fungicide, etc.); agrochemical; agrichemical",農薬
"覗く (nozoku): to peek (through a keyhole, gap, etc.) ; to sneak a look at; to take a quick look at r",覗く
入会 (nyuukai): admission; joining; enrollment; enrolment,入会
入会金 (nyuukaikin): initiation fee; admission fee,入会金
入金 (nyuukin): deposit; payment; money received; money due,入金
入居 (nyuukyo): moving into (house),入居
入居者 (nyuukyosha): tenant (esp. residential tenant in apartment block); occupant; inhabitant; inmate,入居者
入門 (nyuumon): entering an institution; beginning training ; primer; manual; introduction (to),入門
乳製品 (nyuuseihin): dairy products,乳製品
覚え書き (oboegaki): memo; memorandum; note,覚え書き
"落ち込む (ochikomu): to feel down; to feel sad; to be depressed; to be in low spirits ; to be in a slump (business, economy, etc.); to be in an unfavourable condition",落ち込む
驚き (odoroki): surprise; astonishment; wonder; amazement,驚き
補う (oginau): to compensate for; to supplement,補う
追い返す (oikaesu): to drive away; to turn away; to send away; to repel; to repulse,追い返す
追い求める (oimotomeru): to pursue,追い求める
追い越す (oikosu): to pass (e.g. car); to overtake ; to surpass; to outstrip; to get ahead of; to outdistance,追い越す
追い抜く (oinuku): to pass (a car); to overtake; to surpass; to outstrip; to outdistance; to outsail,追い抜く
おかしな : ridiculous; odd,おかしな
臆病 (okubyou): cowardly; timid; easily frightened,臆病
屋外 (okugai): outdoors; alfresco,屋外
遅れ (okure): delay; lag; postponement; falling behind,遅れ
奥底 (okusoko): depths; bottom (of one’s heart),奥底
思いがけない (omoigakenai): unexpected; contrary to expectations; by chance; casual,思いがけない
思い返す (omoikaesu): to re-think; to think back upon; to change one’s mind,思い返す
思い切り (omoikiri): with all one’s strength; with all one’s heart; to the utmost ; resolution; decisiveness,思い切り
思い込み (omoikomi): wrong impression; subjective impression; assumption; prejudice,思い込み
思い立つ (omoitatsu): to set one’s mind on doing; to get the idea of doing; to make up one’s mind,思い立つ
思いつき (omoitsuki): plan; idea; suggestion,思いつき
思いつく (omoitsuku): to think of; to hit upon; to come into one’s mind; to be struck with an idea ; to remember; to recall,思いつく
思い浮かぶ (omoiukabu): to occur to; to remind of; to come to mind,思い浮かぶ
重苦しい (omokurushii): heavy; gloomy; awkward; cumbrous; oppressive; leaden,重苦しい
重み (omomi): weight,重み
お似合い (oniai): well-matched (esp. of a couple); becoming; suitable,お似合い
恩恵 (onkei): grace; favor; favour; blessing; benefit,恩恵
温厚 (onkou): gentle; mild-mannered,温厚
音量 (onryou): volume (sound),音量
大通り (oodoori): main street,大通り
大げさ (oogesa): grandiose; exaggerated,大げさ
大声 (oogoe): loud voice,大声
大幅 (oohaba): big; large; drastic; substantial,大幅
多く (ooku): many; much; largely; abundantly; mostly,多く
多目に (oome ni): plenty; lots,多目に
大手 (oote): major company; big company,大手
折り返し (orikaeshi): by return; (call or write back) without delay,折り返し
折り畳む (oritatamu): to fold up; to fold into layers,折り畳む
"収まる (osamaru): to fit into (a box, frame, category, etc.); to be contained within; to fall within (e.g. a budget)",収まる
納める (osameru): to dedicate; to make an offering; to pay (fees),納める
おしゃれ : smartly dressed; stylish; fashion-conscious ; someone smartly dressed ; to dress up; to be fashionable,おしゃれ
惜しい (oshii): regrettable; disappointing; unfortunate ; precious; dear; valuable,惜しい
"押し付ける (oshitsukeru): to press; to push; to force ; to foist on (task, responsibility); to impose (one’s will)",押し付ける
教わる (osowaru): to be taught (by); to learn from,教わる
お勧め (osusume): recommendation; advice; suggestion; encouragement,お勧め
お手本 (otehon): example; role model,お手本
お手数 (otesuu): trouble; bother,お手数
お得 (otoku): economical; bargain; good value; good-value,お得
大人しい (otonashii): obedient; docile; quiet,大人しい
訪れる (otozureru): to visit; to call on ; to arrive; to come; to appear,訪れる
欧米 (oubei): Europe and America; the West,欧米
応募者 (oubosha): applicant,応募者
応答 (outou): reply; answer; response,応答
親子 (oyako): parent and child,親子
および: and; as well as,および:
来日 (rainichi): arrival in Japan; coming to Japan; visit to Japan,来日
来学期 (raigakki): next semester,来学期
来場 (raijou): attendance,来場
来場者 (raijousha): those attending,来場者
来年度 (rainendo): next year; next fiscal year,来年度
"来店 (raiten): coming to a store (restaurant, bar, shop, etc.)",来店
来店者 (raitensha): visitor (to a shop or restaurant); customer (visiting a store or restaurant); patron,来店者
楽観 (rakkan): optimism; taking an optimistic view,楽観
"欄 (ran): section (e.g. in a newspaper); column; page ; field (in a form, web page, etc.); blank",欄
乱暴 (ranbou): violence; assault; running riot ; rough (e.g. handling); reckless; careless; coarse; rude; unreasonable (e.g. demand); wild (e.g. argument),乱暴
冷房 (reibou): cooling; air-conditioning,冷房
例外 (reigai): exception,例外
礼儀作法 (reigisahou): etiquette; courtesy,礼儀作法
冷水 (reisui): cold water,冷水
恋愛 (ren’ai): love; love-making; passion; emotion; affections,恋愛
連休 (renkyuu): consecutive holidays,連休
理解力 (rikairyoku): (power of) understanding; comprehensive faculty,理解力
理系 (rikei): science,理系
陸上 (rikujou): (on) land; ground; shore,陸上
裏面 (rimen): back; reverse; other side; inside; tails (of coins); background,裏面
臨時 (rinji): temporary; provisional; interim ; special; extraordinary; extra,臨時
履歴書 (rirekisho): personal history; curriculum vitae; resume,履歴書
立食 (risshoku): stand-up meal; buffet,立食
利点 (riten): advantage; point in favor,利点
論戦 (ronsen): verbal dispute,論戦
労働力 (roudouryoku): labor; manpower; working force,労働力
略す (ryakusu): to abbreviate; to omit; to abbreviate; to omit,略す
力 (ryoku): (suffix) strength; power; proficiency; ability,力
寮 (ryou): hostel; dormitory,寮
領域 (ryouiki): area; domain; territory; field; range; region; regime,領域
了解 (ryoukai): comprehension; consent; understanding; agreement,了解
緑茶 (ryokucha): green tea; Japanese tea,緑茶
両面 (ryoumen): both sides; two sides; double-sided,両面
両者 (ryousha): pair; the two; both persons; both things,両者
了承 (ryoushou): acknowledgement; acknowledgment; understanding (e.g. “please be understanding of the mess during our renovation”); noting; acceptance,了承
両端 (ryoutan): both ends; either end; both edges ; double-mindedness; sitting on the fence,両端
流  (ryuu): (suffix) fashion; way; style; manner ; class; rank; rate,流 
定める (sadameru): to decide; to determine ; to establish; to lay down; to prescribe; to provide; to stipulate ; to bring peace (to); to make peaceful,定める
探る (saguru): to feel around for; to fumble for; to grope for; to search for; to look for ; to investigate; to probe into; to spy on; to sound out,探る
再 (sai): (prefix) re-; again; repeated; deutero-; deuto-; deuter-,再
最悪 (saiaku): worst; horrible; horrid; awful; terrible,最悪
栽培 (saibai): cultivation,栽培
最大 (saidai): biggest; greatest; largest; maximum,最大
再度 (saido): twice; again; second time,再度
災害 (saigai): calamity; disaster; misfortune,災害
再発 (saihatsu): return; relapse; reoccurrence,再発
再開 (saikai): reopening; resumption; restarting,再開
細菌 (saikin): bacterium; bacteria; germ,細菌
最高齢 (saikourei): oldest; most advanced age,最高齢
"再生 (saisei): resuscitation; regeneration; restoration to life ; reformation; rehabilitation ; playback; regeneration (sound, etc.); view (of a video clip)",再生
最新 (saishin): latest; newest; late-breaking (news),最新
最小限 (saishougen): minimum; lowest,最小限
採集 (saishuu): collecting; gathering,採集
最終日 (saishuubi): last day; final day,最終日
最速 (saisoku): fastest,最速
催促 (saisoku): pressing; urging; demanding; demand,催促
最低限 (saiteigen): minimum; at the very least,最低限
最適 (saiteki): most suitable; optimum; optimal; best,最適
採用 (saiyou): use; adoption; acceptance ; appointment; employment; engagement; recruitment,採用
坂道 (sakamichi): hill road,坂道
"遡る (sakanoboru): to go upstream; to go back (in time, to origin); to date back to; to trace back to; to make retroactive",遡る
先々 (sakizaki): distant future; inevitable future ; places one goes to,先々
早急 (sakkyuu): immediate; prompt; quick; rapid; urgent; pressing,早急
"作成 (sakusei): drawing up (e.g. legal document, contract, will, etc.); preparing; writing; framing; making; producing; creating; creation",作成
妨げる (samatageru): to disturb; to prevent; to obstruct; to hinder,妨げる
山頂 (sanchou): summit (of a mountain),山頂
参観 (sankan): visit; inspection,参観
参照 (sanshou): reference; bibliographical reference; consultation; browsing (e.g. when selecting a file to upload on a computer); checking out,参照
皿洗い (saraarai): washing-up; dish-washing,皿洗い
さらさら : rustling; murmuring; fluently; silky; smooth and dry; free-flowing,さらさら
"猿真似 (sarumane): indiscriminate imitation; monkey see, monkey do; blind follower",猿真似
細やか (sasayaka): meagre; meager; modest,細やか
ささやく : to whisper; to murmur,ささやく
差し出す (sashidasu): to present; to submit; to tender; to hold out,差し出す
差し引く (sashihiku): to deduct; to take away; to dock ; to make allowances for something; to bear something in mind,差し引く
差し支える (sashitsukaeru): to interfere; to hinder; to become impeded,差し支える
さっさ : promptly; immediately; quickly; without delay,さっさ
早速 (sassoku): at once; immediately; without delay; promptly,早速
撮影 (satsuei): photography (still or motion); photographing; filming; shooting; (video) recording,撮影
刺す (sasu): to pierce; to stab; to prick; to stick; to thrust ; to sting; to bite,刺す
さわやか : fresh; refreshing; invigorating,さわやか
狭める (sebameru): to narrow; to reduce; to contract,狭める
接着 (secchaku): adhesion; glueing; gluing; bonding; binding; adhering; fastening,接着
設置 (secchi): establishment; institution ; installation (of a machine or equipment),設置
制 (sei): (suffix) system; organization; organisation; imperial command; laws; regulation; control; government; suppression; restraint; holding back; establishment,制
整備 (seibi): maintenance; servicing ; putting in place; establishment; development; preparation; provision; outfitting,整備
成分 (seibun): ingredient; component; composition,成分
声援 (seien): (shout of) encouragement; cheering; rooting; support,声援
精一杯 (seiippai): the best one can do; one’s best effort ; with all one’s might; to the best of one’s ability,精一杯
成果 (seika) : (good) result; outcome; fruits (of one’s labors); product; accomplishment,成果
生計 (seikei): livelihood; living,生計
正門 (seimon): main gate; main entrance,正門
製作 (seisaku): manufacture; production,製作
"制作 (seisaku): work (film, book) ; production; creation; turning (something) out; development",制作
政策 (seisaku): political measures; policy,政策
清算 (seisan): settlement (financial); squaring accounts; clearing debts ; liquidation; ending (a relationship); breaking up (with); burying (the past); redeeming (one’s faults),清算
精神力 (seishinryoku): emotional strength; force of will,精神力
性質 (seishitsu): nature; property; disposition,性質
清掃 (seisou): cleaning; clean-up; garbage collection; scavenging,清掃
生得的 (seitokuteki): innate; inherent; natural; inborn,生得的
生命力 (seimeiryoku): vitality; (one’s) life force,生命力
性能 (seinou): ability; performance; efficiency,性能
成立 (seiritsu): formation; establishment; materialization; coming into existence ; conclusion (e.g. of a deal); approval; completion; arrangement,成立
生産者 (seisansha): manufacturer; producer,生産者
政党 (seitou): political party,政党
設計者 (sekkeisha): designer,設計者
設計図 (sekkeizu): plan; blueprint,設計図
説教 (sekkyou): remonstration; scolding; lecturing,説教
選抜 (senbatsu): selection; choice; picking out,選抜
選別 (senbetsu): selection; classification; sorting; screening; triage,選別
先着 (senchaku): arriving first,先着
戦後 (sengo): postwar period; period after Second World War,戦後
専業主婦 (sengyoushufu): housewife,専業主婦
選考 (senkou): selection; screening,選考
選挙 (senkyo): election,選挙
鮮明 (senmei): vivid; clear; distinct,鮮明
専門書 (senmonsho): technical book; specialized book; treatise,専門書
専門店 (senmonten): specialist shop; shop specializing in a few types of product,専門店
専念 (sennen): absorption; giving undivided attention; devoting oneself (to),専念
洗練 (senren): polish; refinement,洗練
線路 (senro): railway track; railway line; railroad; railway; track; line,線路
戦略 (senryaku): strategy; tactics,戦略
先先週 (sensenshuu): week before last,先先週
洗濯機 (sentakuki): washing machine (laundry),洗濯機
洗剤 (senzai): detergent; cleanser; cleaning agent; washing material,洗剤
接する (sessuru): to touch; to come in contact with; to border on; to adjoin; to be adjacent; to be close ; to receive (e.g. visitor); to attend to; to serve; to take care of; to look after; to deal with; to see,接する
選出 (senshutsu): election; selection; choice,選出
選択肢 (sentakushi): choices; alternatives; options,選択肢
先端 (sentan): pointed end; tip; point; forefront; vanguard; spearhead; leading edge,先端
接続 (setsuzoku): connection; attachment; union; join; joint; link,接続
専用 (sen’you): exclusive use; personal use; dedicated,専用
専属 (senzoku): exclusive; attached to; specialist,専属
背負う (seou): to carry on one’s back ; to be burdened with; to take responsibility for,背負う
"設定 (settei): establishment; creation; posing (a problem); setting (movie, novel, etc.); scene ; options setting; preference settings; configuration; setup",設定
説得力 (settokuryoku): persuasiveness; powers of persuasion; cogency,説得力
節電 (setsuden): conservation of electricity; brownout,節電
"車内 (shanai): inside a train, car, etc.",車内
社内 (shanai): within a company; in-house,社内
車両 (sharyou): rolling stock; railroad cars; wheeled vehicles,車両
写生 (shasei): sketching; drawing from nature; portrayal; description,写生
写真家 (shashinka): photographer,写真家
車窓 (shasou): train window; car window,車窓
仕上げる (shiageru): to finish up; to complete; to finish off; to get through; to polish off,仕上げる
痺れる (shibireru): to become numb; to go to sleep (e.g. a limb) ; to get an electric shock; to tingle (from an electric shock) ; to be excited; to be titillated; to be mesmerized; to be enthralled,痺れる
"絞る (shiboru): to wring (towel, rag); to squeeze; to press; to extract; to milk; to extort; to exploit",絞る
志望 (shibou): wish; desire; ambition,志望
脂肪 (shibou): fat; grease; blubber; lard; suet,脂肪
渋い (shibui): astringent; bitter; puckery; rough; harsh; tart ; austere; elegant (and unobtrusive); refined; quiet (and simple); sober; sombre; subdued; tasteful (in a quiet way); understated ; sour (look); glum; grim; sullen; sulky,渋い
試着 (shichaku): trying on clothes,試着
市長 (shichou): mayor,市長
支援 (shien): support; backing; aid; assistance,支援
志願 (shigan): aspiration; volunteering; desire; application,志願
志願者 (shigansha): applicant; candidate,志願者
仕草 (shigusa): gesture; movement; action; behavior; behaviour; bearing; mannerism,仕草
指標 (shihyou): index; indices; indicator,指標
支持 (shiji): support; backing; endorsement; approval,支持
司会 (shikai): leading a meeting; presiding over a meeting; officiating at a ceremony; chairmanship ; chairman; presenter; host; moderator; master of ceremonies,司会
視界 (shikai): field of vision; visibility; view; visual field; (one’s) ken,視界
資格 (shikaku): qualifications; requirements; capabilities,資格
視覚 (shikaku): sense of sight; vision,視覚
思考 (shikou): thought; consideration; thinking,思考
思考力 (shikouryoku): ability to think,思考力
試行錯誤 (shikousakugo): trial and error,試行錯誤
仕組み (shikumi): structure; construction; arrangement; contrivance; mechanism; workings ; plan; plot; contrivance,仕組み
至急 (shikyuu): urgent; pressing; immediate; prompt; express ; urgently; promptly; at once; right away; without delay; as soon as possible,至急
氏名 (shimei): full name; identity,氏名
使命 (shimei): mission; errand ; task; duty; obligation,使命
締め切る (shimekiru): to close up ; to shut up (e.g. behind doors) ; to cut off (e.g. because a deadline has expired); to close off (e.g. subscription list),締め切る
湿っぽい (shimeppoi): damp; humid; wet ; gloomy; melancholy,湿っぽい
湿る (shimeru): to become damp; to become moist; to become wet,湿る
染み付く (shimitsuku): to be indelibly stained or ingrained; to be dyed in deeply,染み付く
芯 (shin): wick; marrow; staple (for stapler); (pencil) lead; stuffing; pith ; core; heart; centre; center,芯
新 (shin): (prefix) new; neo-,新
新築 (shinchiku): new building; new construction,新築
振動 (shindou): oscillation; vibration; swing (e.g. of a pendulum),振動
進化 (shinka): evolution; progress,進化
"進行 (shinkou): moving forward (e.g. vehicle); onward movement ; advance (work, procedure, etc.); advancement; progress",進行
真の (shinno): true; real; genuine; proper; utter,真の
進入 (shinnyuu): entry; approach; penetration,進入
新設 (shinsetsu): establishing; founding; setting up; organizing; establishment,新設
進出 (shinshutsu): advance; stepping forward; emerging,進出
深夜 (shin’ya): late at night,深夜
信頼性 (shinraisei): credibility; authenticity; confidence; reliability,信頼性
素人 (shirouto): amateur; layman; ordinary person; novice,素人
視力 (shiryoku): eyesight,視力
新品 (shinpin): (brand-)new article,新品
申請 (shinsei): application; request; petition,申請
申請書 (shinseisho): written application,申請書
視察 (shisatsu): inspection; observation,視察
施設 (shisetsu): institution; establishment; facility,施設
質素 (shisso): simple; plain ; modest; frugal; reserved,質素
下書き (shitagaki): draft; rough copy,下書き
親しむ (shitashimu): to be intimate with; to befriend,親しむ
指摘 (shiteki): pointing out; identification,指摘
視点 (shiten): opinion; point of view; visual point,視点
しわ: wrinkle; crease ; ripple,しわ:
視野 (shiya): field of vision; view ; one’s outlook (e.g. on life); one’s horizons,視野
自然界 (shizenkai): nature; the natural world; realm of nature,自然界
沈める (shizumeru): to sink; to submerge ; to floor (an opponent),沈める
諸 (sho): various; many; several,諸
初夏 (shoka): early summer,初夏
初回 (shokai): first time; first innings; initial attempt,初回
初期 (shoki): early (days); initial stage ; initial,初期
食器類 (shokkirui): dinnerware; cutlery,食器類
食 (shoku): (counter) meal,食
食費 (shokuhi): food expense,食費
職員 (shokuin): staff member; personnel,職員
職人 (shokunin): craftsman; artisan; tradesman; worker; workman,職人
食生活 (shokuseikatsu): eating habits,食生活
初心者 (shoshinsha): beginner,初心者
初対面 (shotaimen),初対面
書店 (shoten): bookshop; bookstore,書店
象徴 (shouchou): (abstract) symbol; emblem; representation,象徴
商業 (shougyou): commerce; trade; business,商業
勝敗 (shouhai): victory or defeat; issue (of battle); outcome,勝敗
賞品 (shouhin): prize; trophy,賞品
消費者 (shouhisha): consumer,消費者
生じる (shoujiru): to produce; to yield; to cause ; to result from; to arise; to be generated,生じる
消化 (shouka): digestion (of food) ; digestion (of information); assimilation; thorough understanding ; consumption; absorption; using up; meeting (e.g. a quota); completion,消化
消極的 (shoukyokuteki): negative; passive; half-hearted; unmotivated,消極的
照明 (shoumei): illumination; lighting,照明
正面 (shoumen): front; frontage; facade; main,正面
消耗 (shoumou): exhaustion; consumption; using up; dissipation; waste,消耗
小児科 (shounika): pediatrics,小児科
省略 (shouryaku): omission; abbreviation; abridgment; abridgement,省略
詳細 (shousai): details; particulars; specifics ; detailed; specific; minute,詳細
少子化 (shoushika): declining birth rates; decrease in the number of children,少子化
消失 (shoushitsu): dying out; disappearance; vanishing; elimination; loss; absence,消失
少数 (shousuu): minority; few,少数
焦点 (shouten): focus (e.g. photographic); focal point,焦点
商店街 (shoutengai): shopping district; shopping street; downtown,商店街
所有 (shoyuu): one’s possessions; ownership,所有
"所属 (shozoku): belonging to (a group, organization, etc.); affiliation (with); being attached to; being under the control of",所属
主人公 (shujinkou): protagonist; main character; hero(ine) (of a story),主人公
主観 (shukan): subjectivity; subject (philosophical); ego ; one’s personal opinion; one’s own idea,主観
宿泊先 (shukuhakusaki): lodging place,宿泊先
祝日 (shukujitsu): national holiday; public holiday,祝日
出版社 (shuppansha): publisher; publishing house; publishing company,出版社
出発点 (shuppatsuten): starting point; point of departure,出発点
主力 (shuryoku): main force; chief object; mainline,主力
主催 (shusai): sponsorship (i.e. conducting under one’s auspices); promotion; organizing; organising; hosting; staging,主催
出世 (shusse): success in life; getting ahead; successful career; promotion; climbing the corporate ladder; eminence,出世
出社 (shussha): going to work (e.g. in the morning); coming to work,出社
出身地 (shusshinchi): birthplace; native place,出身地
出席者 (shussekisha): those present; attendance,出席者
主体 (shutai): main constituent; core; nucleus ; subject (philosophical); protagonist,主体
取得 (shutoku): acquisition; obtaining; gaining possession; purchase,取得
"出演 (shutsuen): performance; appearance (in a stage, film, TV show, etc.)",出演
出演者 (shutsuensha): performer; entertainer; actor,出演者
集 (shuu): (suffix) collection; compilation,集
修学旅行 (shuugakuryokou): excursion; field trip; school trip,修学旅行
修業 (shuugyou): pursuit of knowledge; studying; learning; training; completing a course,修業
周辺 (shuuhen): circumference; outskirts; environs; around; in the area of; in the vicinity of,周辺
周年 (shuunen): whole year; entire year ; -th year anniversary,周年
収納 (shuunou): storage; putting or stowing away,収納
秀才 (shuusai): bright person; talented student; prodigy,秀才
就職活動 (shuushokukatsudou): job hunting; job searching,就職活動
"収集 (shuushuu): collecting; accumulating; gathering ; collection (of art, stamps, insects, etc.)",収集
"習得 (shuutoku): learning; acquisition (of a skill, knowledge, etc.)",習得
取材 (shuzai): news coverage; collecting data (e.g. for an article); covering (something for media),取材
率直 (socchoku): frank; candid; straightforward; openhearted; direct; outspoken,率直
添える (soeru): to garnish; to accompany (as a card does a gift) ; to add to as support; to prop up,添える
側面 (sokumen): side; flank; profile; sidelight; lateral ; aspect; dimension,側面
速達 (sokutatsu): express; special delivery,速達
測定 (sokutei): measurement,測定
即座に (sokuza): immediately; right away; on the spot,即座に
染まる (somaru): to be dyed ; to be tainted; to be infected; to be stained; to be steeped,染まる
そもそも: in the first place; to begin with; from the start; originally; ab initio,そもそも:
揃える (soroeru): to collect; to gather; to get together; to complete (a collection) ; to arrange; to put in order; to prepare; to get ready,揃える
揃う (sorou): to be complete; to be all present; to make a full set; to be satisfied (of conditions) ; to gather; to assemble; to be collected,揃う
そそっかしい: careless; thoughtless; hasty; rash,そそっかしい:
素質 (soshitsu): character; qualities; genius; the makings of,素質
外側 (sotogawa): exterior; outside; outer; external; lateral,外側
"添う (sou): to meet (wishes, expectations, etc.); to satisfy; to comply with; to live up to",添う
"沿う (sou): to run along; to run beside; to stick to (a line) ; to follow (a policy, plan, etc.); to act in accordance with; to align with",沿う
総 (sou): (prefix): whole; all; general; gross; entire; overall,総
送付 (soufu): sending (esp. email attachments); forwarding; remitting,送付
総額 (sougaku): sum total; total amount,総額
相互 (sougo): mutual; reciprocal,相互
総合 (sougou): synthesis; coordination; putting together; integration; composite ; comprehensive,総合
相違 (soui): difference; discrepancy; variation,相違
倉庫 (souko): storehouse; warehouse; godown,倉庫
送客 (soukyaku): sending customers (somebody’s way),送客
総務 (soumu): general affairs; general business; manager; director; adjutant general,総務
相応 (souou): suitable; appropriate; befitting; becoming; adequate; reasonable; proper,相応
創立 (souritsu): establishment; founding; organization; organisation,創立
送料 (souryou): postage; carriage; shipping charge,送料
"創作 (sousaku): creation; production; creative work (novel, film, etc.); original work; (creative) writing ; fabrication; fiction; invention",創作
送信 (soushin): transmission; sending,送信
総数 (sousuu): total (number); count,総数
相対的 (soutaiteki): relative,相対的
"そうとう : corresponding to (in meaning, function, etc.); being equivalent to ; appropriate; suitable; befitting; proportionate",そうとう
創造 (souzou): creation,創造
騒々しい (souzoushii): noisy; loud; boisterous; clamorous; raucous ; turbulent; unsettled; restless,騒々しい
素材 (sozai): ingredient; (raw) material; resource ; unprocessed timber; raw timber,素材
据える (sueru): to place (in position); to fix; to set (e.g. table); to lay (foundation) ; to install; to seat (someone); to settle (upon something); to fix (e.g. one’s gaze),据える
水分 (suibun): water; liquid; fluid; moisture; humidity; sap; juice,水分
垂直 (suichoku): vertical,垂直
水平 (suihei): horizontal; level; even,水平
水面 (suimen): water’s surface,水面
推薦書 (suisensho): recommendation; nomination,推薦書
吸い取る (suitoru): to absorb; to squeeze (money),吸い取る
好き嫌い (sukikirai): likes and dislikes; pickiness (about food); choosiness; fussiness; tastes; preferences,好き嫌い
すっきり : refreshingly; with a feeling of relief; pleasantly; (a weight) off one’s shoulder ; shapely; neatly; cleanly; without trouble,すっきり
住まい (sumai): dwelling; house; residence; address,住まい
済ます (sumasu): to finish; to get it over with; to conclude ; to settle; to pay back,済ます
隅々 (sumizumi): nooks; corners,隅々
素直 (sunao): obedient; meek; docile; unaffected ; honest; frank; upfront (about one’s feelings),素直
すらすら : smoothly; easily; readily,すらすら
"数値 (suuchi): numerical value; numerics ; reading (on a meter, etc.)",数値
数分 (suufun): several minutes; a few minutes,数分
数量 (suuryou): quantity; volume; amount,数量
多 (ta): (prefix): multi-,多
"束ねる (tabaneru): to tie up in a bundle (e.g. straw, hair, bills, letters); to bundle; to sheathe ; to govern; to manage; to control; to administer",束ねる
旅先 (tabisaki): destination; goal (of travel); place one stays during a journey,旅先
立ち止まる (tachidomaru): to stop (in one’s tracks); to come to a stop; to halt; to pause; to stand still,立ち止まる
たちまち : in an instant; in a moment; immediately; right away; at once; suddenly; all of a sudden; all at once,たちまち
"多大 (tadai): great (quantity, amount, etc.); huge; enormous; serious",多大
辿り着く (tadoritsuku): to arrive at (after a struggle); to finally reach; to find one’s way to; to finally hit on (e.g. an idea),辿り着く
耐える (taeru): to bear; to stand; to endure; to put up with ; to support; to withstand; to resist; to brave,耐える
多額 (tagaku): large (amount of money); huge; hefty; expensive,多額
多発 (tahatsu): repeated occurrence,多発
対 (tai): opposite; opposition ; versus; vs.; v.,対
大別 (taibetsu): general classification; broad categorization,大別
体調 (taichou): physical condition; state of health,体調
体外 (taigai): ectogenesis; outside the body,体外
対比 (taihi): contrast; comparison,対比
体感 (taikan): bodily sensation; sense; experience,体感
退場 (taijou): exit (from a stage); leaving; exit,退場
体格 (taikaku): physique; constitution,体格
体型 (taikei): figure; body shape; build; physique; form,体型
体験 (taiken): personal experience; physical experience; one’s own experience,体験
対抗 (taikou): opposition; antagonism,対抗
体内 (tainai): interior of the body,体内
対応 (taiou): correspondence (to); equivalence,対応
対立 (tairitsu): suitability; coordination; matching; being appropriate (for),対立
対策 (taisaku): measure; provision; step; countermeasure; counterplan; countermove,対策
体制 (taisei): order; system; structure; set-up; organization; organisation,体制
対戦 (taisen): waging war; competition,対戦
退社 (taisha): resignation; leaving office ; leaving work (e.g. at the end of the day),退社
"体質 (taishitsu): constitution (physical); physical make-up; predisposition (to disease); disposition; tendency ; character (of a group, organization, etc.); innate characteristics; make-up; nature; culture",体質
対処 (taisho): dealing with; coping with,対処
退職 (taishoku): retirement; resignation,退職
対象外 (taishougai): not covered (by); not subject (to),対象外
退出 (taishutsu): leaving (e.g. work at end of day); withdrawal (e.g. from a noble’s or superior’s presence); exit (e.g. from a market),退出
大敵 (taiteki): great rival; powerful enemy; archenemy,大敵
"対等 (taitou): equality (esp. of status, on equal terms); equivalence",対等
高まる (takamaru): to rise; to swell; to be promoted,高まる
高め (takame): high (e.g. ball in baseball); highish; on the high side ; on the expensive side; comparatively expensive,高め
高める (takameru): to raise; to lift; to boost; to enhance,高める
滝 (taki): waterfall,滝
宅配 (takuhai): home delivery,宅配
宅配便 (takuhaibin): express home delivery service,宅配便
逞しい (takumashii): burly; strong; sturdy; indomitable; indefatigable; strong-willed; resolute; bold,逞しい
